set define off;
insert into angajati_patiserie (id_angajat, salariul, id_manager, nume)
values (116, 'Dr.Oetker', 'Colorant Alimentar Negru 10g', 8.1);
insert into ingrediente (id_ingredient, producator, nume, pret)
values (117, 'Dr.Oetker', 'Colorant Alimentar Violet 10g', 8.1);
insert into ingrediente (id_ingredient, producator, nume, pret)
values (118, 'Colonial', 'Gelatina Alimentara 500g', 66.42);
insert into ingrediente (id_ingredient, producator, nume, pret)
values (119, 'Dr.Oetker', 'Mix pentru Waffles 150g', 5.25);
insert into ingrediente (id_ingredient, producator, nume, pret)
values (120, 'Dr.Oetker', 'Paula Mix pentru Prajitura 388g', 21.63);
insert into ingrediente (id_ingredient, producator, nume, pret)
values (121, 'Dr.Oetker', 'Mix pentru Turta Dulce 438g', 19.67);
insert into ingrediente (id_ingredient, producator, nume, pret)
values (122, 'Dr.Oetker', 'Finesse Coaja de Portocala Razuita cu Dextroza si Aroma 3bucati x 6g', 10.07);
insert into ingrediente (id_ingredient, producator, nume, pret)
values (123, 'Dr.Oetker', 'Mix pentru Desert cu Gust de Lamaie si de Cheesecake 93g', 7.4);
insert into ingrediente (id_ingredient, producator, nume, pret)
values (124, 'Secretul', 'Bunicii Drojdie Proaspata 5bucati x 50g', 3.32);
insert into ingrediente (id_ingredient, producator, nume, pret)
values (125, 'Orlando''s', 'Fancy Fulgi de Nuca de Cocos Decor Verde 100g', 3.85);
insert into ingrediente (id_ingredient, producator, nume, pret)
values (126, 'Orlando''s', 'Maestro Fulgi Cocos Rosu 100g', 3.85);
insert into ingrediente (id_ingredient, producator, nume, pret)
values (127, 'Dr.Oetker', 'Gustin Amidon Alimentar din Porumb 30g', 1.1);
insert into ingrediente (id_ingredient, producator, nume, pret)
values (128, 'Colin', 'Daily Amidon din Porumb Alimentar 250g', 4.69);
insert into ingrediente (id_ingredient, producator, nume, pret)
values (129, 'Pakmaya', 'Drojdie pentru Cozonac 15g', 3.01);
insert into ingrediente (id_ingredient, producator, nume, pret)
values (130, 'Dr.Oetker', 'Drojdie Uscata 7g', 1.87);
insert into ingrediente (id_ingredient, producator, nume, pret)
values (131, 'Ruf', 'Esenta de Rom 4fiole x 2ml', 5.25);
insert into ingrediente (id_ingredient, producator, nume, pret)
values (132, 'Dr.Oetker', 'Esenta de Rom 20fiole x 2ml', 32.81);
insert into ingrediente (id_ingredient, producator, nume, pret)
values (133, 'Adazia', 'Esenta de Vanilie 25ml', 1.3);
insert into ingrediente (id_ingredient, producator, nume, pret)
values (134, 'Colin', 'Daily Aroma de Rom 250ml', 10.49);
insert into ingrediente (id_ingredient, producator, nume, pret)
values (135, 'Colin', 'Daily Aroma de Vanilie 250ml', 10.49);
insert into ingrediente (id_ingredient, producator, nume, pret)
values (136, 'TopSeller', 'Cacao Pudra cu continut Redus de Grasime 500g', 19.62);
insert into ingrediente (id_ingredient, producator, nume, pret)
values (137, 'TopSeller', 'Cacao Pudra cu continut Redus de Grasime 100g', 4.28);
insert into ingrediente (id_ingredient, producator, nume, pret)
values (138, 'Decocino', 'Napolitane Unicorn 9g', 23.36);
insert into ingrediente (id_ingredient, producator, nume, pret)
values (139, 'Decocino', 'Fondant Argintiu 250g', 28.07);
insert into ingrediente (id_ingredient, producator, nume, pret)
values (140, 'Decocino', 'Flori din Napolitane Comestibile Albe si Roz 2g', 15.88);
insert into ingrediente (id_ingredient, producator, nume, pret)
values (141, 'Alex', 'Casa Prajiturilor Praf de Copt 5bucati x 8g', 2.67);
insert into ingrediente (id_ingredient, producator, nume, pret)
values (142, 'Cosmin', 'Zahar Vanilinat 6bucati x 8g', 2.29);
insert into ingrediente (id_ingredient, producator, nume, pret)
values (143, 'Cosmin', 'Praf de Copt 6bucati x 10g', 2.29);
insert into ingrediente (id_ingredient, producator, nume, pret)
values (144, 'Colin', 'Daily Sare de Lamaie 30g', 1.75);
insert into ingrediente (id_ingredient, producator, nume, pret)
values (145, 'Colin', 'Daily Gelatina Universala 75g', 7.97);
insert into ingrediente (id_ingredient, producator, nume, pret)
values (146, 'Dr.Oetker', 'Gelatina Fin Maruntita Alba 10bucati x 10g', 20.6);
insert into ingrediente (id_ingredient, producator, nume, pret)
values (147, 'Dr.Oetker', 'Mix de Budinca cu Gust de Vanilie 1Kg', 23.36);
insert into ingrediente (id_ingredient, producator, nume, pret)
values (148, 'Kotanyi', 'Rasnita Amestec de Zahar Aromatizat cu Pernite de Cacao 11% 63g', 20.57);
insert into ingrediente (id_ingredient, producator, nume, pret)
values (149, 'Orlando''s', 'Decor Betisoare Colorate din Zahar 40g', 1.54);
insert into ingrediente (id_ingredient, producator, nume, pret)
values (150, 'Decocino', 'Fluturi Comestibili din Aluat Subtire de Napolitana 12bucati x 4g', 23.36);
insert into ingrediente (id_ingredient, producator, nume, pret)
values (151, 'Dr.Oetker', 'Mix pentru Crema pentru Prajituri cu Gust de Lamaie 3bucati x 50g', 19.69);
insert into ingrediente (id_ingredient, producator, nume, pret)
values (152, 'Dr.Oetker', 'Mix pentru Crema pentru Prajituri cu Gust de Ciocolata Trufe si Rom 3bucati x 57g', 19.69);
insert into ingrediente (id_ingredient, producator, nume, pret)
values (153, 'Ruf', 'Budinca cu Aroma de Vanilie Pudrat 5bucati x 37g', 4.81);
insert into ingrediente (id_ingredient, producator, nume, pret)
values (154, 'Dr.Oetker', 'Mix pentru Crema pentru Prajituri cu Gust de Capsuni si Unt 140g', 9.88);
insert into ingrediente (id_ingredient, producator, nume, pret)
values (155, 'Dr.Oetker', 'Mix pentru Mini Checuri cu Fulgi de Ciocolata Junior Chef 230g', 19.73);
insert into ingrediente (id_ingredient, producator, nume, pret)
values (156, 'Dr.Oetker', 'Mix pentru Prajitura cu Branza 510g', 14.54);
insert into ingrediente (id_ingredient, producator, nume, pret)
values (157, 'Dr.Oetker', 'Mix pentru Tarta cu Ciocolata 320g', 21.63);
insert into ingrediente (id_ingredient, producator, nume, pret)
values (158, 'Dr.Oetker', 'Mix pentru Cozonac fara Framantari 677g', 21.63);
insert into ingrediente (id_ingredient, producator, nume, pret)
values (159, 'Dr.Oetker', 'Mix pentru Saratele sau Covrigei 350g', 12.16);
insert into ingrediente (id_ingredient, producator, nume, pret)
values (160, 'Dr.Oetker', 'Professional Cacao cu Continut redus de Grasime 1Kg', 74.61);
insert into ingrediente (id_ingredient, producator, nume, pret)
values (161, 'Monin', 'Topping de Caramel 500ml', 48.15);
insert into ingrediente (id_ingredient, producator, nume, pret)
values (162, 'Pakmaya', 'Drojdie Proaspata 5bucati x 50g', 11.29);
insert into ingrediente (id_ingredient, producator, nume, pret)
values (163, 'Pakmaya', 'Drojdie cu Suflet Romanesc 10bucati x 25g', 12.36);
insert into ingrediente (id_ingredient, producator, nume, pret)
values (164, 'Bravo', 'Drojdie Proaspata 5bucati x 50g', 15.03);
insert into ingrediente (id_ingredient, producator, nume, pret)
values (165, 'Montare', 'D’oro Frisca Spray 20% Grasime 250g', 15.49);
insert into ingrediente (id_ingredient, producator, nume, pret)
values (166, 'Meggle', 'Frisca Creme Patisserie Spray 250ml', 15.19);
insert into ingrediente (id_ingredient, producator, nume, pret)
values (167, 'Meggle', 'Frisca Vanilata si Indulcita Spray 250ml', 19.06);
insert into ingrediente (id_ingredient, producator, nume, pret)
values (168, 'President', 'Frisca Vanilata si Indulcita 20% Grasime UHT 250g', 23.53);
insert into ingrediente (id_ingredient, producator, nume, pret)
values (169, 'Hulala', 'Crema Vegetala fara Lactoza 1L', 25.36);
insert into ingrediente (id_ingredient, producator, nume, pret)
values (170, 'Montare', 'D’oro Produs pentru Mixare cu Zahar pe baza de Grasimi Vegetale 26% UHT 1L', 26.71);
insert into ingrediente (id_ingredient, producator, nume, pret)
values (171, 'Meggle', 'Frisca Lichida Creme Patisserie 1L', 26.72);
insert into ingrediente (id_ingredient, producator, nume, pret)
values (172, 'Meggle', 'Frisca Lichida Creme Patisserie 500ml', 18.4);
insert into ingrediente (id_ingredient, producator, nume, pret)
values (173, 'Raraul', 'Lapte Praf Integral 26% Grasime 2kg', 190.41);
insert into ingrediente (id_ingredient, producator, nume, pret)
values (174, 'Raraul', 'Lapte Praf Integral 26% Grasime 500g', 50.63);
insert into ingrediente (id_ingredient, producator, nume, pret)
values (175, 'Firesco', 'Blat De Tort Cu Cacao 400G', 28.96);
insert into ingrediente (id_ingredient, producator, nume, pret)
values (176, 'Boromir', 'Foi de Pandispan cu Cacao 380g', 22.8);
insert into ingrediente (id_ingredient, producator, nume, pret)
values (177, 'Dr.Oetker', 'Mix pentru Salam de Biscuiti 176g', 9.58);
insert into ingrediente (id_ingredient, producator, nume, pret)
values (178, 'Dekoback', 'Trandafiri Albi Comestibili 3g', 24.63);
insert into ingrediente (id_ingredient, producator, nume, pret)
values (179, 'Dr.Oetker', 'Mix pentru Crema pentru Prajituri cu Gust de Lamaie si Unt 140g', 9.88);
insert into ingrediente (id_ingredient, producator, nume, pret)
values (180, 'Colin', 'Daily Ornament Cacao 300G', 10.49);
insert into ingrediente (id_ingredient, producator, nume, pret)
values (181, 'Dr.Oetker', 'Professional Perle Crocante 450g', 89.87);
insert into ingrediente (id_ingredient, producator, nume, pret)
values (182, 'Decocino', 'Spray de Gresare pentru Tavi de Copt 200g', 37.38);
insert into ingrediente (id_ingredient, producator, nume, pret)
values (183, 'Dekoback', 'Markere Comestibile pentru Decorat Alimente 8g', 27.51);
insert into ingrediente (id_ingredient, producator, nume, pret)
values (184, 'Dekoback', 'Fondant Rosu 250g', 23.79);
insert into ingrediente (id_ingredient, producator, nume, pret)
values (185, 'Orlando''s', 'Aroma de Migdale 250g', 21.12);
insert into ingrediente (id_ingredient, producator, nume, pret)
values (186, 'Orlando''s', 'Aroma de Lamaie 250g', 21.12);
insert into ingrediente (id_ingredient, producator, nume, pret)
values (187, 'Belvedere', 'Ornamente Paiete Albe 350g', 25.47);
insert into ingrediente (id_ingredient, producator, nume, pret)
values (188, 'Belvedere', 'Ornamente Paiete Amarui 350g', 25.47);
insert into ingrediente (id_ingredient, producator, nume, pret)
values (189, 'Colin', 'Daily Ornament Desert 50G', 3.29);
insert into ingrediente (id_ingredient, producator, nume, pret)
values (190, 'Orlando''s', 'Maestro Decor Betisoare cu Gust de Cacao din Zahar 40g', 1.54);
insert into ingrediente (id_ingredient, producator, nume, pret)
values (191, 'Colin', 'Daily Ornamente Asortate 80G', 3.63);
insert into ingrediente (id_ingredient, producator, nume, pret)
values (192, 'Colin', 'Daily Mini Ornamente Cacao Cu Aroma Ciocolata 25G', 2.22);
insert into ingrediente (id_ingredient, producator, nume, pret)
values (193, 'Decocino', 'Flori din Napolitane Comestibile Alb si Albastru 2g', 15.88);
insert into ingrediente (id_ingredient, producator, nume, pret)
values (194, 'Coseli', 'Zahar Vanilinat 50g', 2.59);
insert into ingrediente (id_ingredient, producator, nume, pret)
values (195, 'Dr.Oetker', 'Professional Zahar Vanilinat 1Kg', 40.59);
insert into ingrediente (id_ingredient, producator, nume, pret)
values (196, 'Dr.Oetker', 'Pastaie de Vanilie 1,5g', 36.1);
insert into ingrediente (id_ingredient, producator, nume, pret)
values (197, 'Schmidt', 'Pudra de Cacao 20-21% Grasime 125g', 14.97);
insert into ingrediente (id_ingredient, producator, nume, pret)
values (198, 'Nestle', 'Docello Sos pentru Desert cu Ciocolata 1Kg', 38.99);
insert into ingrediente (id_ingredient, producator, nume, pret)
values (199, 'Crinolina', 'Tableta Alba 1Kg', 45.9);
insert into ingrediente (id_ingredient, producator, nume, pret)
values (200, 'Nutco', 'Fresh Fulgi de Nuca de Cocos Cruda 300g', 9.92);
insert into ingrediente (id_ingredient, producator, nume, pret)
values (201, 'Colonial', 'Fulgi de Nuca de Cocos 100g', 3.02);
insert into ingrediente (id_ingredient, producator, nume, pret)
values (202, 'Orlando''s', 'Fancy Fulgi de Nuca de Cocos Decor Albastru 100g', 3.85);
insert into ingrediente (id_ingredient, producator, nume, pret)
values (203, 'Cremolinea', 'Topping Fistic 1Kg', 38.35);
insert into ingrediente (id_ingredient, producator, nume, pret)
values (204, 'Dr.Oetker', 'Professional Sos pentru Desert cu Gust de Fructe de Padure 1kg', 56.35);
insert into ingrediente (id_ingredient, producator, nume, pret)
values (205, 'Nestle', 'Docello Sos pentru Desert cu Caramel 1Kg', 38.72);
insert into ingrediente (id_ingredient, producator, nume, pret)
values (206, 'Orlando''s', 'Fancy Fulgi de Nuca de Cocos Decor Galben 100g', 3.85);
insert into ingrediente (id_ingredient, producator, nume, pret)
values (207, 'Hulala', '0,2L', 8.08);
insert into ingrediente (id_ingredient, producator, nume, pret)
values (208, 'Dr.Oetker', 'Mix pentru Glazura din Jeleu Rosu 7g', 1.84);
insert into ingrediente (id_ingredient, producator, nume, pret)
values (209, 'Dr.Oetker', 'Topping pentru Desert cu Aroma de Capsuni 200g', 16.18);
insert into ingrediente (id_ingredient, producator, nume, pret)
values (210, 'Dr.Oetker', 'Mix pentru Prajitura Musuroi de Cartita Clasic 350g', 20.79);
insert into ingrediente (id_ingredient, producator, nume, pret)
values (211, 'Dr.Oetker', 'Mix pentru Tort Diplomat 430g', 28.35);
insert into ingrediente (id_ingredient, producator, nume, pret)
values (212, 'Dr.Oetker', 'Praf de Copt cu Sofran 17g', 2.37);
insert into ingrediente (id_ingredient, producator, nume, pret)
values (213, 'Dr.Oetker', 'Mix pentru Papanasi 260g', 12.59);
insert into ingrediente (id_ingredient, producator, nume, pret)
values (214, 'Dr.Oetker', 'Ornamente cu Gust de Ciocolata 80g', 7.26);
insert into ingrediente (id_ingredient, producator, nume, pret)
values (215, 'Dr.Oetker', 'Ornamente pentru Prajituri Dragoste in Tonuri de Roz 30g', 6.15);
insert into ingrediente (id_ingredient, producator, nume, pret)
values (216, 'Dr.Oetker', 'Ornamente pentru Prajituri Confetti Veselie 30g', 6.15);
insert into ingrediente (id_ingredient, producator, nume, pret)
values (217, 'Dr.Oetker', 'Ornamente Colorate din Zahar 80g', 7.26);
insert into ingrediente (id_ingredient, producator, nume, pret)
values (218, 'Dr.Oetker', 'Ornamente pentru Prajituri Bobite Dulci 30g', 3.48);
insert into ingrediente (id_ingredient, producator, nume, pret)
values (219, 'Dr.Oetker', 'Original Pudding Praf de Budinca cu Gust de Ciocolata 50g', 2.45);
insert into ingrediente (id_ingredient, producator, nume, pret)
values (220, 'Dr.Oetker', 'Original Pudding Praf de Budinca cu Gust de Caramel 40g', 2.14);
insert into ingrediente (id_ingredient, producator, nume, pret)
values (221, 'Dr.Oetker', 'Mix pentru Orez Desert cu Gust de Vanilie 124g', 10.01);
insert into ingrediente (id_ingredient, producator, nume, pret)
values (222, 'Dr.Oetker', 'Orez Desert cu Mar si Scortisoara 124g', 10.01);
insert into ingrediente (id_ingredient, producator, nume, pret)
values (223, 'Dr.Oetker', 'Nuca de Cocos Fulgi 80g', 7.26);
insert into ingrediente (id_ingredient, producator, nume, pret)
values (224, 'Dr.Oetker', 'Mix pentru Brioșe Muffins cu Gust de Vanilie 900g', 23.46);
insert into ingrediente (id_ingredient, producator, nume, pret)
values (225, 'Dr.Oetker', 'Mix pentru Briose Muffins cu Gust de Vanilie 340g', 17.56);
insert into ingrediente (id_ingredient, producator, nume, pret)
values (226, 'Dr.Oetker', 'Mix pentru Briose Muffins cu Gust de Ciocolata 295g', 17.56);
insert into ingrediente (id_ingredient, producator, nume, pret)
values (227, 'Dr.Oetker', 'Mix pentru Chec cu Fulgi de Ciocolata 380g', 12.52);
insert into ingrediente (id_ingredient, producator, nume, pret)
values (228, 'Dr.Oetker', 'Intaritor de Frisca 500g', 28.83);
insert into ingrediente (id_ingredient, producator, nume, pret)
values (229, 'Dr.Oetker', 'Glazura cu Gust de Ciocolata Neagra 100g', 9.88);
insert into ingrediente (id_ingredient, producator, nume, pret)
values (230, 'Dr.Oetker', 'Gelatina Fin Maruntita Alba 500g', 84.0);
insert into ingrediente (id_ingredient, producator, nume, pret)
values (231, 'Dr.Oetker', 'Foi de Gelatina 10g', 8.61);
insert into ingrediente (id_ingredient, producator, nume, pret)
values (232, 'Dr.Oetker', 'Esenta de Migdale 38ml', 7.55);
insert into ingrediente (id_ingredient, producator, nume, pret)
values (233, 'Dr.Oetker', 'Esenta de Lamaie 4fiole x 2ml', 6.7);
insert into ingrediente (id_ingredient, producator, nume, pret)
values (234, 'Dr.Oetker', 'Esenta de Lamaie 38ml', 7.55);
insert into ingrediente (id_ingredient, producator, nume, pret)
values (235, 'Dr.Oetker', 'Esenta de Migdale 4fiole x 2ml', 6.7);
insert into ingrediente (id_ingredient, producator, nume, pret)
values (236, 'Dr.Oetker', 'Mix pentru Glazura din Jeleu 8g', 1.84);
insert into ingrediente (id_ingredient, producator, nume, pret)
values (237, 'Dr.Oetker', 'Mix pentru Crema pentru Tarte cu Fructe 55g', 3.35);
insert into ingrediente (id_ingredient, producator, nume, pret)
values (238, 'Dr.Oetker', 'Mix pentru Crema pentru Prajituri cu Gust de Lamaie 50g', 6.7);
insert into ingrediente (id_ingredient, producator, nume, pret)
values (239, 'Dr.Oetker', 'Mix pentru Clatite Pufoase cu Gust de Vanilie 150g', 4.55);
insert into ingrediente (id_ingredient, producator, nume, pret)
values (240, 'Dr.Oetker', 'Mix pentru Clatite Pufoase cu Fulgi de Ciocolata 160g', 4.55);
insert into ingrediente (id_ingredient, producator, nume, pret)
values (241, 'Dr.Oetker', 'Bicarbonat de Sodiu Alimentar 50g', 1.6);
insert into ingrediente (id_ingredient, producator, nume, pret)
values (242, 'Coseli', 'Praf de Copt 10g', 0.68);
insert into ingrediente (id_ingredient, producator, nume, pret)
values (243, 'Cio', 'Nuca de Cocos 500g', 30.6);
insert into ingrediente (id_ingredient, producator, nume, pret)
values (244, 'Cio', 'Esenta de Rom 25ml', 1.69);
insert into ingrediente (id_ingredient, producator, nume, pret)
values (245, 'Alex', 'Esenta Vanilie 10ml', 1.25);
insert into ingrediente (id_ingredient, producator, nume, pret)
values (246, 'Alex', 'Casa Prajiturilor Bicarbonat de Sodiu 50g', 1.19);
insert into ingrediente (id_ingredient, producator, nume, pret)
values (247, 'Intencion', 'Cacao Bio 70% 250g', 27.35);
insert into ingrediente (id_ingredient, producator, nume, pret)
values (248, 'Dr.Oetker', 'Lapte Praf Integral 26% grasime 250g', 20.98);
insert into ingrediente (id_ingredient, producator, nume, pret)
values (249, 'Olympia', 'Topping cu Aroma de Fructe de Padure 500g', 21.48);
insert into ingrediente (id_ingredient, producator, nume, pret)
values (250, 'Olympia', 'Topping cu Aroma de Ciocolata 500g', 21.48);
insert into ingrediente (id_ingredient, producator, nume, pret)
values (251, 'Belvedere', 'Picaturi Termostabile din Cacao 300g', 20.14);
insert into ingrediente (id_ingredient, producator, nume, pret)
values (252, 'Belvedere', 'Ornamente Picaturi Termostabile 650g', 30.03);
insert into ingrediente (id_ingredient, producator, nume, pret)
values (253, 'Belvedere', 'Banuti Cacao 600g', 35.07);
insert into ingrediente (id_ingredient, producator, nume, pret)
values (254, 'Cremolinea', 'Sos de Caramel 250g', 11.46);
insert into ingrediente (id_ingredient, producator, nume, pret)
values (255, 'Cremolinea', 'Topping Limone 1Kg', 42.49);
insert into ingrediente (id_ingredient, producator, nume, pret)
values (256, 'Cremolinea', 'Topping cu Aroma de Capsuni 1Kg', 24.99);
insert into ingrediente (id_ingredient, producator, nume, pret)
values (257, 'Cremolinea', 'Topping cu Aroma de Vanilie 1Kg', 23.93);
insert into ingrediente (id_ingredient, producator, nume, pret)
values (258, 'Cremolinea', 'Topping cu Menta Strong 1Kg', 46.04);
insert into ingrediente (id_ingredient, producator, nume, pret)
values (259, 'Cremolinea', 'Topping cu Aroma de Ciocolata 1Kg', 23.93);
insert into ingrediente (id_ingredient, producator, nume, pret)
values (260, 'Cremolinea', 'Topping cu Zmeura 1Kg', 29.19);
insert into ingrediente (id_ingredient, producator, nume, pret)
values (261, 'Cremolinea', 'Topping cu Fructe de Padure 1Kg', 27.56);
insert into ingrediente (id_ingredient, producator, nume, pret)
values (262, 'Dr.Oetker', 'Mix pentru Desert cu Gust de Banane si Ciocolata 110g', 7.4);
insert into ingrediente (id_ingredient, producator, nume, pret)
values (263, 'Olympia', 'Topping cu Aroma de Capsuni 500g', 21.48);
insert into ingrediente (id_ingredient, producator, nume, pret)
values (264, 'Olympia', 'Topping cu Aroma de Caramel 500g', 21.48);
insert into ingrediente (id_ingredient, producator, nume, pret)
values (265, 'Ruf', 'Esenta de Vanilie 4fiole x 2ml', 5.25);
insert into ingrediente (id_ingredient, producator, nume, pret)
values (266, 'Sano', 'Vita Tapioca Perle 500g', 18.97);
insert into ingrediente (id_ingredient, producator, nume, pret)
values (267, 'Colin', 'Daily Amidon din Porumb Alimentar 100g', 2.74);
insert into ingrediente (id_ingredient, producator, nume, pret)
values (268, 'Dr.Oetker', 'Amidon Alimentar din Cartofi 75g', 2.51);
insert into ingrediente (id_ingredient, producator, nume, pret)
values (269, 'Colin', 'Daily Bicarbonat de Sodiu Alimentar 150g', 2.79);
insert into ingrediente (id_ingredient, producator, nume, pret)
values (270, 'Dr.Oetker', 'Bicarbonat de Sodiu Alimentar cu Aroma de Lamaie 30g', 1.67);
insert into ingrediente (id_ingredient, producator, nume, pret)
values (271, 'Ruf', 'Drojdie Uscata 3bucati x 7g', 4.99);
insert into ingrediente (id_ingredient, producator, nume, pret)
values (272, 'Ruf', 'Esenta de Rom 16fiole x 2ml', 20.45);
insert into ingrediente (id_ingredient, producator, nume, pret)
values (273, 'Ruf', 'Esenta de Lamaie 4fiole x 2ml', 5.25);
insert into ingrediente (id_ingredient, producator, nume, pret)
values (274, 'Dr.Oetker', 'Esenta de Migdale 20fiole x 2ml', 32.81);
insert into ingrediente (id_ingredient, producator, nume, pret)
values (275, 'Dr.Oetker', 'Esenta de Lamaie 20fiole x 2ml', 32.81);
insert into ingrediente (id_ingredient, producator, nume, pret)
values (276, 'Dr.Oetker', 'Sare de Lamaie 20bucati x 8g', 11.9);
insert into ingrediente (id_ingredient, producator, nume, pret)
values (277, 'TopSeller', 'Cacao Pudra cu continut Redus de Grasime 250g', 9.5);
insert into ingrediente (id_ingredient, producator, nume, pret)
values (278, 'TopSeller', 'Cacao Pudra la Cutie cu continut Redus de Grasime 100g', 4.69);
insert into ingrediente (id_ingredient, producator, nume, pret)
values (279, 'TopSeller', 'Cacao Pudra la Plic cu continut Redus de Grasime 50g', 2.06);
insert into ingrediente (id_ingredient, producator, nume, pret)
values (280, 'TopSeller', 'Cacao Pudra la Cutie cu continut Redus de Grasime 50g', 2.7);
insert into ingrediente (id_ingredient, producator, nume, pret)
values (281, 'TopSeller', 'Cacao Pudra cu continut Redus de Grasime 1Kg', 33.45);
insert into ingrediente (id_ingredient, producator, nume, pret)
values (282, 'Alex', 'Casa Prajiturilor Zahar Vanilinat 7g', 0.57);
insert into ingrediente (id_ingredient, producator, nume, pret)
values (283, 'Alex', 'Casa Prajiturilor Zahar Vanilinat 6bucati x 7g', 2.67);
insert into ingrediente (id_ingredient, producator, nume, pret)
values (284, 'Dr.Oetker', 'Mix pentru Glazura din Jeleu Rosu 10bucati x 7g', 18.01);
insert into ingrediente (id_ingredient, producator, nume, pret)
values (285, 'Dr.Oetker', 'Mix pentru Glazura din Jeleu 10bucati x 8g', 18.01);
insert into ingrediente (id_ingredient, producator, nume, pret)
values (286, 'Dr.Oetker', 'Mix pentru Crema Desert cu Ciocolata 1Kg', 44.59);
insert into ingrediente (id_ingredient, producator, nume, pret)
values (287, 'Dr.Oetker', 'Mix de Budinca cu Gust de Ciocolata 1Kg', 25.75);
insert into ingrediente (id_ingredient, producator, nume, pret)
values (288, 'Dr.Oetker', 'Mix pentru Spuma pentru Deserturi cu Gust de Frisca 1Kg', 56.91);
insert into ingrediente (id_ingredient, producator, nume, pret)
values (289, 'Dr.Oetker', 'Bicarbonat de Sodiu 1.5Kg', 30.09);
insert into ingrediente (id_ingredient, producator, nume, pret)
values (290, 'Colin', 'Daily Praf pentru Preparat Desertul Panna Cotta 60g', 2.64);
insert into ingrediente (id_ingredient, producator, nume, pret)
values (291, 'Dr.Oetker', 'Praf de Spuma pentru Deserturi cu Gust de Frisca si de Ciocolata 60g', 4.04);
insert into ingrediente (id_ingredient, producator, nume, pret)
values (292, 'Dr.Oetker', 'Mix Praf de Spuma pentru Deserturi cu Gust de Frisca Light 45g', 4.13);
insert into ingrediente (id_ingredient, producator, nume, pret)
values (293, 'Ruf', 'Praf de Spuma cu Gust de Frisca 2plicuri x 40g', 10.49);
insert into ingrediente (id_ingredient, producator, nume, pret)
values (294, 'Ruf', 'Praf pentru Budinca cu Gust de Ciocolata 3bucati x 41g', 5.41);
insert into ingrediente (id_ingredient, producator, nume, pret)
values (295, 'Dr.Oetker', 'Mix pentru Prajitura cu Cacao si Fulgi de Ciocolata Brownie 480g', 17.56);
insert into ingrediente (id_ingredient, producator, nume, pret)
values (296, 'Nick', 'Amestec Gata pentru Clatite 400g', 23.23);
insert into ingrediente (id_ingredient, producator, nume, pret)
values (297, 'Monin', 'Topping de Ciocolata cu Alune 500ml', 48.15);
insert into ingrediente (id_ingredient, producator, nume, pret)
values (298, 'Dr.Oetker', 'Topping pentru Desert cu Aroma de Fructe de Padure 200g', 16.18);
insert into ingrediente (id_ingredient, producator, nume, pret)
values (299, 'Dr.', 'Oetker Topping pentru Desert cu Aroma de Afine 200g', 16.18);
insert into ingrediente (id_ingredient, producator, nume, pret)
values (300, 'Elle&Vire', 'Frisca UHT Spray 27% Grasime 250g', 29.76);
insert into ingrediente (id_ingredient, producator, nume, pret)
values (301, 'Voila', 'Crema Indulcita pentru Desert 1L', 25.79);
insert into ingrediente (id_ingredient, producator, nume, pret)
values (302, 'Voila', 'Crema Indulcita pentru Desert 200ml', 7.54);
insert into ingrediente (id_ingredient, producator, nume, pret)
values (303, 'Montare', 'D’oro Produs pentru Mixare cu Zahar pe baza de Grasimi Vegetale 26% UHT 500ml', 16.06);
insert into ingrediente (id_ingredient, producator, nume, pret)
values (304, 'Montare', 'D’oro Produs pentru Mixare cu Zahar pe baza de Grasimi Vegetale 26% UHT 200ml', 8.24);
insert into ingrediente (id_ingredient, producator, nume, pret)
values (305, 'Boromir', 'Blat de Tort cu Cacao 400g', 22.8);
insert into ingrediente (id_ingredient, producator, nume, pret)
values (306, 'Colin', 'Daily Gelfixant 20G', 2.03);
insert into ingrediente (id_ingredient, producator, nume, pret)
values (307, 'Dr.Oetker', 'Mix pentru Glazura din Jeleu cu Gust de Fructe de Padure 8g', 1.8);
insert into ingrediente (id_ingredient, producator, nume, pret)
values (308, 'Colin', 'Daily Ornament Multicolor 50G', 3.06);
insert into ingrediente (id_ingredient, producator, nume, pret)
values (309, 'Dr.Oetker', 'Professional Rulouri Zebra de Ciocolata 400g', 106.67);
insert into ingrediente (id_ingredient, producator, nume, pret)
values (310, 'Dr.Oetker', 'Professional Fulgi de Ciocolata 700g', 77.36);
insert into ingrediente (id_ingredient, producator, nume, pret)
values (311, 'Colin', 'Daily Ornament Asortat 300G', 9.88);
insert into ingrediente (id_ingredient, producator, nume, pret)
values (312, 'Colin', 'Daily Gelatina Universala 15g', 1.67);
insert into ingrediente (id_ingredient, producator, nume, pret)
values (313, 'Colin', 'Daily Ornamente Mini Cip 25G', 2.17);
insert into ingrediente (id_ingredient, producator, nume, pret)
values (314, 'Dr.Oetker', 'Mix pentru Crema Cremsnit 2Kg', 74.47);
insert into ingrediente (id_ingredient, producator, nume, pret)
values (315, 'Crinolina', 'Tableta Vanilie 400G', 22.75);
insert into ingrediente (id_ingredient, producator, nume, pret)
values (316, 'Dr.Oetker', 'Mix pentru Mini Prajituri Chec Burger cu Blat de Cacao si Crema cu Aroma de Biscuiti si Vanilie 266g', 13.84);
insert into ingrediente (id_ingredient, producator, nume, pret)
